"num","classifier","noun","sent_num","cl_token_num","noun_token_num","file_name","cl_freq_for_noun","cl_prop_for_noun"
"一","名","消费者",3434,26,27,"010801.csv",345,0.343
"六","条","标准",3436,18,19,"010801.csv",297,0.065
"５","名","人选",3437,11,14,"010801.csv",342,0.353
"三","位","球员",3452,20,22,"010801.csv",3351,0.137
"三","位","球员",3453,8,10,"010801.csv",3351,0.137
"５０","幅","作品",3463,7,10,"010801.csv",1016,0.164
"一","部","戏",3490,18,19,"010801.csv",1388,0.383
"两","位","数字",3493,18,19,"010801.csv",854,0.208
"数十万","条","记录",3565,24,28,"010801.csv",63,0.049
"４３万","条","记录",3568,9,13,"010801.csv",63,0.049
"一","项","举措",3571,49,51,"010801.csv",1462,0.636
"一","项","内容",3571,61,63,"010801.csv",2021,0.581
"２６４","家","上涨",3572,38,39,"010801.csv",345,0.492
"１０２７","家","下跌",3572,46,47,"010801.csv",366,0.367
"四","位","总统",3582,17,19,"010801.csv",730,0.626
"一","段","时间",3602,7,8,"010801.csv",29750,0.934
"一","个","企业",3606,15,25,"010801.csv",8951,0.197
"两","剂","药",3616,24,25,"010801.csv",41,0.106
"一","辆","油罐车",3617,9,10,"010801.csv",191,0.752
"一","个","半",3621,2,3,"010801.csv",6533,0.894
"一","起","车祸",3621,12,13,"010801.csv",262,0.442
"一","个","垃圾箱",3622,36,37,"010801.csv",54,0.9
"一","辆","小车",3622,2,4,"010801.csv",465,0.795
"一","辆","小车",3622,42,47,"010801.csv",465,0.795
"一","份","公报",3631,9,11,"010801.csv",273,0.503
"一","颗","明珠",3633,28,30,"010801.csv",329,0.935
"６００多","个","赛事",3633,8,9,"010801.csv",709,0.122
"一","起","事故",3653,20,22,"010801.csv",2538,0.847
"一","场","半",3667,19,20,"010801.csv",350,0.048
"一","场","比赛",3668,11,14,"010801.csv",68993,0.883
"一","个","时期",3670,16,17,"010801.csv",5015,0.603
"两","名","国脚",3702,23,24,"010801.csv",1283,0.775
"一","场","比赛",3730,22,23,"010801.csv",68993,0.883
"一","个","球",3732,22,24,"010801.csv",7350,0.736
"一","个","教练",3755,17,21,"010801.csv",1198,0.303
"５万","个","书屋",3782,54,57,"010801.csv",108,0.818
"数十","台","风车",3796,10,13,"010801.csv",8,0.099
"１０","台","发电机",3803,24,26,"010801.csv",630,0.85
"一","个","舞台",3812,5,11,"010801.csv",1019,0.921
"一","位","股民",3837,2,3,"010801.csv",375,0.593
"两","位","数",3857,18,19,"010801.csv",5416,0.959
"一","场","比赛",3858,13,17,"010801.csv",68993,0.883
"一","个","主场",3861,15,16,"010801.csv",2976,0.898
"一","间","公寓",3869,46,48,"010801.csv",164,0.114
"两","个","院落",3875,16,17,"010801.csv",204,0.723
"２５","颗","钢钉",3908,24,25,"010801.csv",26,0.342
"两","家","企业",3911,25,27,"010801.csv",34585,0.759
"一","家","子公司",3911,33,35,"010801.csv",1608,0.734
"一","个","主力",3915,25,27,"010801.csv",139,0.079
"几十","个","产品",3918,10,11,"010801.csv",2932,0.517
"多","家","企业",3918,6,7,"010801.csv",34585,0.759
"一","只","老虎",3922,15,16,"010801.csv",385,0.856
"一","只","臀部",3922,21,24,"010801.csv",7,0.269
"一","只","虎",3925,12,20,"010801.csv",138,0.556
"一","场","拍卖会",3929,5,8,"010801.csv",228,0.857
"两","家","企业",3934,3,6,"010801.csv",34585,0.759
"一","位","竞买人",3937,18,19,"010801.csv",18,0.257
"一","条","道",3943,21,26,"010801.csv",260,0.657
"一","位","委托人",3947,2,3,"010801.csv",9,0.474
"一","个","域名",3948,4,9,"010801.csv",144,0.96
"一","位","从业者",3949,2,4,"010801.csv",53,0.473
"两","名","球员",3951,21,23,"010801.csv",16827,0.689
"一","段","时间",3953,10,11,"010801.csv",29750,0.934
"两","名","小将",3959,20,22,"010801.csv",833,0.563
"一","段","时间",3963,14,15,"010801.csv",29750,0.934
"好几","个","城市",3965,13,14,"010801.csv",24790,0.866
"一","处","地方",3966,4,5,"010801.csv",351,0.045
"一","项","调查",3976,3,8,"010801.csv",4789,0.67
"一","个","夜",3981,30,33,"010801.csv",167,0.687
"几","位","徒弟",3987,2,3,"010801.csv",45,0.195
"一","个","结果",4003,22,23,"010801.csv",2518,0.619
"两","个","指标",4008,37,38,"010801.csv",2162,0.494
"一","个","人",4013,42,51,"010801.csv",77696,0.793
"１６","场","演唱会",4027,10,11,"010801.csv",935,0.85
"４０","名","学者",4046,27,29,"010801.csv",458,0.247
"一","段","日子",4051,12,13,"010801.csv",591,0.28
"第一","个","首脑",4053,22,27,"010801.csv",33,0.158
"多","家","机构",4067,8,11,"010801.csv",9296,0.596
"８６","名","记者",4067,31,32,"010801.csv",4974,0.522
"１０３","名","记者",4069,5,6,"010801.csv",4974,0.522
"８５","名","记者",4070,12,13,"010801.csv",4974,0.522
"２０７","名","记者",4073,11,12,"010801.csv",4974,0.522
"８","名","记者",4076,19,20,"010801.csv",4974,0.522
"６","名","记者",4077,7,8,"010801.csv",4974,0.522
"６７","名","记者",4079,10,11,"010801.csv",4974,0.522
"１４","名","记者",4079,17,18,"010801.csv",4974,0.522
"２０","名","助手",4080,6,8,"010801.csv",379,0.554
"６４","名","记者",4084,18,19,"010801.csv",4974,0.522
"数百","件","装备",4086,24,26,"010801.csv",46,0.106
"一","片","雾气",4089,53,54,"010801.csv",13,0.722
"一","项","举措",4098,32,34,"010801.csv",1462,0.636
"一","个","家园",4101,39,42,"010801.csv",320,0.755
"两","个","单位",4106,15,16,"010801.csv",5195,0.486
"第一","家","基金会",4107,8,19,"010801.csv",125,0.27
"两","个","单位",4110,15,16,"010801.csv",5195,0.486
"多","项","手术",4114,55,59,"010801.csv",68,0.067
"３０多","位","发起人",4117,17,18,"010801.csv",35,0.294
"第一","家","组织",4117,6,15,"010801.csv",602,0.119
"１１００多","名","儿童",4118,28,33,"010801.csv",2658,0.826
"八","家","医院",4118,21,23,"010801.csv",5183,0.693
"两","张","床",4131,2,8,"010801.csv",786,0.694
"一","名","男子",4132,7,9,"010801.csv",11247,0.8
"一","张","床",4138,24,29,"010801.csv",786,0.694
"一","部","手机",4138,39,40,"010801.csv",2696,0.735
"一","名","男子",4138,9,13,"010801.csv",11247,0.8
"多","间","传媒",4139,19,20,"010801.csv",8,0.048
"一","名","报案",4147,10,12,"010801.csv",47,0.322
"三","个","女人",4158,2,3,"010801.csv",7105,0.917
"一","台","戏",4158,5,6,"010801.csv",167,0.046
"两","座","奖杯",4169,17,18,"010801.csv",1172,0.664
"两","个","故乡",4176,20,21,"010801.csv",36,0.783
"一","个","基地",4178,45,48,"010801.csv",3268,0.818
"一","名","科学家",4183,3,4,"010801.csv",334,0.395
"一","个","演员",4184,23,24,"010801.csv",2253,0.337
"一","个","专业",4185,22,23,"010801.csv",2220,0.801
"一","所","大学",4185,17,18,"010801.csv",2766,0.693
"三","名","裁判员",4197,4,5,"010801.csv",112,0.732
"三","所","医院",4203,10,13,"010801.csv",982,0.131
"一","场","比赛",4205,39,40,"010801.csv",68993,0.883
"一","项","荣誉",4205,59,60,"010801.csv",335,0.54
"一","项","工作",4212,7,9,"010801.csv",3769,0.395
"一","个","活动",4212,15,19,"010801.csv",2917,0.39
"一","名","院长",4215,4,5,"010801.csv",24,0.087
"一","位","教授",4227,5,7,"010801.csv",1070,0.66
"一","个","评价",4227,14,19,"010801.csv",306,0.59
"一","个","排行榜",4228,24,27,"010801.csv",84,0.486
"一","所","大学",4232,18,22,"010801.csv",2766,0.693
"一","所","大学",4232,3,4,"010801.csv",2766,0.693
"一","个","出炉",4233,5,8,"010801.csv",11,0.208
"８","个","均已",4245,3,5,"010801.csv",3,0.188
"６０００余","个","设施",4248,21,27,"010801.csv",555,0.467
"１１","个","地级市",4249,12,13,"010801.csv",274,0.958
"８","局","几",4253,26,27,"010801.csv",7,0.023
"单","杆","满分",4256,40,41,"010801.csv",150,0.498
"３","个","半",4257,41,42,"010801.csv",6533,0.894
"三","场","比赛",4257,16,17,"010801.csv",68993,0.883
"一","个","高手",4259,12,15,"010801.csv",268,0.233
"６","处","场站",4267,17,20,"010801.csv",35,0.385
"５","条","奥运",4268,26,27,"010801.csv",160,0.037
"１００","座","桥梁",4271,20,26,"010801.csv",955,0.771
"１３０","座","立交桥",4271,14,15,"010801.csv",97,0.789
"２５","个","收费站",4273,14,15,"010801.csv",312,0.926
"５６","条","车道",4273,18,19,"010801.csv",456,0.689
"８０","处","监控点",4274,36,38,"010801.csv",8,0.077
"１．７万","名","驾驶员",4276,20,21,"010801.csv",389,0.742
"几","个","球员",4286,8,9,"010801.csv",3897,0.16
"一","位","人员",4287,2,5,"010801.csv",6933,0.227
"两","场","比赛",4293,6,7,"010801.csv",68993,0.883
"一","个","女人",4339,10,12,"010801.csv",7105,0.917
"一","场","噩梦",4340,7,8,"010801.csv",343,0.774
"两","名","外援",4349,5,6,"010801.csv",3749,0.839
"一","位","官员",4356,2,4,"010801.csv",3461,0.467
"第四","名","外援",4357,13,14,"010801.csv",3749,0.839
"第四","名","外援",4358,11,12,"010801.csv",3749,0.839
"一","名","负责人",4360,2,4,"010801.csv",986,0.171
"一","件","事",4365,7,8,"010801.csv",11023,0.951
"一","个","里面",4375,15,18,"010801.csv",126,0.689
"一","部","纪录片",4386,14,15,"010801.csv",340,0.863
"２００多","名","员工",4391,19,20,"010801.csv",7069,0.772
"１３","家","单位",4392,19,23,"010801.csv",3988,0.373
"２００多","名","现场",4397,8,10,"010801.csv",240,0.187
"１３","个","单位",4398,33,35,"010801.csv",5195,0.486
"万","名","志愿者",4398,40,41,"010801.csv",4593,0.781
"多","个","老师",4405,5,6,"010801.csv",973,0.187
"一","根","针",4405,24,25,"010801.csv",150,0.196
"一","个","同志",4418,7,9,"010801.csv",247,0.149
"两","位","数",4427,42,43,"010801.csv",5416,0.959
"一","名","球员",4427,3,6,"010801.csv",16827,0.689
"９","粒","进球",4428,17,18,"010801.csv",6888,0.379
"一","位","嘉宾",4429,8,9,"010801.csv",1988,0.876
"一","个","感觉",4431,13,14,"010801.csv",543,0.72
"第二","个","方案",4439,4,5,"010801.csv",3845,0.788
"５８","家","公司",4447,2,5,"010801.csv",70737,0.854
"３４５","只","基金",4447,8,9,"010801.csv",13462,0.76
"５","个","行业",4464,11,12,"010801.csv",5807,0.892
"一","支","球会",4478,42,48,"010801.csv",23,0.225
"一","个","金矿",4493,39,40,"010801.csv",167,0.459
"一","家","公司",4494,18,21,"010801.csv",70737,0.854
"多","项","承包",4494,48,50,"010801.csv",26,0.292
"一","家","类",4495,5,8,"010801.csv",219,0.167
"多","个","工程",4500,4,6,"010801.csv",2189,0.381
"一","个","公司",4502,3,12,"010801.csv",7730,0.093
"８","个","网络",4508,23,27,"010801.csv",1565,0.688
"一","份","材料",4511,4,6,"010801.csv",595,0.619
"３７","场","比赛",4534,16,17,"010801.csv",68993,0.883
"一","份","方案",4535,35,37,"010801.csv",340,0.07
"一","项","运动",4596,3,4,"010801.csv",1142,0.573
"一","项","事业",4598,3,4,"010801.csv",376,0.311
"一","份","情缘",4598,9,10,"010801.csv",3,0.023
"一","名","男子",4599,24,25,"010801.csv",11247,0.8
"一","名","男子",4602,40,41,"010801.csv",11247,0.8
"五六","名","同伙",4603,19,20,"010801.csv",193,0.778
"一","把","铁锤",4605,15,16,"010801.csv",38,0.884
"１０","名","刑警",4608,7,9,"010801.csv",192,0.889
"１４５","个","人",4616,22,23,"010801.csv",77696,0.793
"１４５","个","人",4617,6,7,"010801.csv",77696,0.793
"１６","个","多",4630,12,14,"010801.csv",1616,0.571
"一","个","结果",4632,14,18,"010801.csv",2518,0.619
"一","件","约会",4638,24,31,"010801.csv",4,0.111
"百","名","群众",4660,18,19,"010801.csv",4854,0.815
"３","架","战机",4663,22,23,"010801.csv",748,0.964
"一","个","小区",4667,21,22,"010801.csv",1587,0.847
"几","个","人",4675,17,18,"010801.csv",77696,0.793
"５９６","家","公司",4683,9,10,"010801.csv",70737,0.854
"一","份","密电",4693,32,39,"010801.csv",13,0.684
"两","个","客人",4694,10,11,"010801.csv",213,0.216
"４","位","候选人",4727,10,12,"010801.csv",1027,0.417
"４","位","候选人",4731,20,21,"010801.csv",1027,0.417
"首","项","赛事",4732,10,11,"010801.csv",3836,0.661
"一","名","负责人",4780,8,9,"010801.csv",986,0.171
"四","家","代表处",4789,61,65,"010801.csv",77,0.395
"两","家","代表处",4789,30,32,"010801.csv",77,0.395
"八","家","机构",4789,47,50,"010801.csv",9296,0.596
"七","家","银行",4789,20,22,"010801.csv",9552,0.881
"几","家","卷烟厂",4797,10,11,"010801.csv",4,0.5
"一","位","人士",4800,2,4,"010801.csv",16112,0.844
"一","家","公司",4801,19,26,"010801.csv",70737,0.854
"一","个","部",4809,29,32,"010801.csv",368,0.599
"三","个","品牌",4812,12,14,"010801.csv",5809,0.864
"三","个","人",4841,2,3,"010801.csv",77696,0.793
"一","家","企业",4846,10,12,"010801.csv",34585,0.759
"一","间","房门",4861,26,27,"010801.csv",12,0.387
"８","名","民警",4861,16,18,"010801.csv",2869,0.743
"一","间","办公室",4862,20,21,"010801.csv",368,0.391
"７","台","电脑",4862,13,14,"010801.csv",2014,0.816
"５","名","男子",4863,6,7,"010801.csv",11247,0.8
"几","顶","头盔",4864,16,17,"010801.csv",5,0.109
"５","名","男子",4865,4,5,"010801.csv",11247,0.8
"一","个","礼物",4874,25,28,"010801.csv",272,0.158
"一","份","大礼",4877,33,36,"010801.csv",314,0.744
"两","条","线",4898,6,8,"010801.csv",2995,0.686
"３５７．６万","台","电脑",4907,16,25,"010801.csv",2014,0.816
"２３４．５万","部","电脑",4907,28,25,"010801.csv",199,0.081
"两","条","线",4927,17,18,"010801.csv",2995,0.686
"万","部","车辆",4928,27,28,"010801.csv",86,0.046
"一","道","门",4933,15,21,"010801.csv",62,0.052
"８００","名","观众",4935,17,18,"010801.csv",2380,0.578
"４００","名","记者",4935,21,22,"010801.csv",4974,0.522
"１３","名","经济学家",4963,17,21,"010801.csv",19,0.388
"一","项","调查",4963,6,11,"010801.csv",4789,0.67
"五百","名","业主",4965,3,4,"010801.csv",658,0.407
"一","支","上上",4978,19,20,"010801.csv",23,0.523
"一","把","椅子",5005,15,16,"010801.csv",344,0.62
"一","项","决定",5016,23,29,"010801.csv",278,0.149
"七","名","裁判",5019,24,26,"010801.csv",701,0.622
"一","个","消息",5022,23,25,"010801.csv",3950,0.634
"一","场","比赛",5025,33,34,"010801.csv",68993,0.883
"一","件","好事",5027,27,28,"010801.csv",1715,0.932
"两","名","裁判",5029,5,7,"010801.csv",701,0.622
"一","位","球员",5034,37,45,"010801.csv",3351,0.137
"五","项","工作",5041,37,39,"010801.csv",3769,0.395
"第一","个","空气",5065,8,12,"010801.csv",56,0.427
"３０","只","股票",5073,3,4,"010801.csv",5769,0.82
"７","个","下跌",5079,9,10,"010801.csv",88,0.088
"一","家","俱乐部",5094,7,9,"010801.csv",2630,0.63
"２１","个","探矿权",5116,6,7,"010801.csv",34,0.586
"十三","家","企业",5122,5,8,"010801.csv",34585,0.759
"多","项","措施",5130,9,10,"010801.csv",4294,0.755
"四","个","肯定",5146,10,12,"010801.csv",88,0.88
"一","个","区域",5147,25,28,"010801.csv",3175,0.903
"一","段","时期",5147,10,11,"010801.csv",3128,0.376
"一","个","厂房",5149,13,15,"010801.csv",82,0.238
"一","名","画家",5149,2,7,"010801.csv",120,0.26
"一","座","厂房",5151,9,12,"010801.csv",41,0.119
"４３","只","蓝筹股",5170,2,3,"010801.csv",717,0.909
"一","个","名字",5182,36,43,"010801.csv",2455,0.925
"一","颗","心",5190,13,16,"010801.csv",1716,0.742
"一","个","人",5191,28,29,"010801.csv",77696,0.793
"一","个","家庭",5191,40,43,"010801.csv",6338,0.923
"一","块","钱",5191,35,36,"010801.csv",8244,0.839
"一","块","钱",5196,9,10,"010801.csv",8244,0.839
"一","件","事",5198,35,36,"010801.csv",11023,0.951
"一","个","硬币",5200,9,10,"010801.csv",95,0.265
"五","位","球手",5201,9,11,"010801.csv",269,0.46
"６","位","选手",5203,10,13,"010801.csv",5483,0.375
"五","位","球手",5206,9,11,"010801.csv",269,0.46
"１９","局","胜",5213,7,9,"010801.csv",185,0.365
"几","个","球手",5224,20,24,"010801.csv",125,0.214
"五","名","学者",5252,36,37,"010801.csv",458,0.247
"五","位","学者",5259,4,5,"010801.csv",1026,0.553
"一","个","国际化",5262,18,19,"010801.csv",205,0.759
"两","只","基金",5283,9,11,"010801.csv",13462,0.76
"两","只","基金",5284,14,15,"010801.csv",13462,0.76
"两","个","年度",5286,10,13,"010801.csv",826,0.911
"三","个","年度",5288,12,16,"010801.csv",826,0.911
"６５","只","涨幅",5296,28,30,"010801.csv",365,0.402
"１２","只","跌幅",5296,38,40,"010801.csv",599,0.582
"首","份","年报",5300,8,10,"010801.csv",431,0.782
"首","份","报告",5309,22,24,"010801.csv",8470,0.768
"５","家","机构",5317,31,34,"010801.csv",9296,0.596
"几","位","患者",5330,2,8,"010801.csv",492,0.16
"一","个","东家",5349,12,20,"010801.csv",77,0.846
"１．５万","个","基站",5378,5,6,"010801.csv",1401,0.938
"６８００","个","基站",5378,20,21,"010801.csv",1401,0.938
"上百","名","员工",5379,16,17,"010801.csv",7069,0.772
"一","个","总值",5393,2,7,"010801.csv",48,0.686
"７","个","城市",5397,30,31,"010801.csv",24790,0.866
"一","位","选手",5398,17,22,"010801.csv",5483,0.375
"６","匹","马",5405,20,21,"010801.csv",422,0.751
"三","项","赛",5406,8,9,"010801.csv",452,0.422
"６","匹","马",5407,6,7,"010801.csv",422,0.751
"２","匹","马",5408,22,23,"010801.csv",422,0.751
"１","匹","马",5408,33,35,"010801.csv",422,0.751
"两","个","项目",5411,27,28,"010801.csv",27366,0.895
"２５","部","法",5427,6,8,"010801.csv",137,0.454
"一","个","里程碑",5429,22,23,"010801.csv",956,0.815
"第一","张","王牌",5454,13,14,"010801.csv",322,0.866
"１３","个","电网",5455,22,24,"010801.csv",255,0.812
"一","位","负责人",5461,5,6,"010801.csv",3672,0.638
"两","重","天",5472,7,8,"010801.csv",901,0.633
"一","条","链条",5476,11,19,"010801.csv",64,0.191
"一","个","机场",5485,43,44,"010801.csv",1489,0.775
"多","个","机种",5486,46,47,"010801.csv",11,0.786
"一","个","机场",5489,29,30,"010801.csv",1489,0.775
"多","番","纠正",5493,11,12,"010801.csv",3,0.375
"一","个","同学",5495,18,20,"010801.csv",1795,0.36
"一","位","家长",5496,6,12,"010801.csv",825,0.439
"４","个","项目",5530,17,18,"010801.csv",27366,0.895
"一","场","比赛",5544,30,31,"010801.csv",68993,0.883
"第一","个","进球",5548,24,25,"010801.csv",10851,0.598
"第一","个","进球",5549,35,36,"010801.csv",10851,0.598
"一","个","惊喜",5552,17,18,"010801.csv",1161,0.791
"４","场","英冠",5556,30,31,"010801.csv",19,0.704
"１","场","足总杯",5556,34,35,"010801.csv",40,0.645
"一","场","比赛",5557,6,7,"010801.csv",68993,0.883
"第一","个","中国人",5559,15,16,"010801.csv",1748,0.68
"３","个","城市",5562,41,42,"010801.csv",24790,0.866
"几","个","人",5566,14,15,"010801.csv",77696,0.793
"５００","位","身价",5567,4,6,"010801.csv",50,0.327
"三","位","高手",5606,30,32,"010801.csv",501,0.436
"两","名","选手",5608,29,35,"010801.csv",7644,0.523
"一","个","团",5611,11,13,"010801.csv",869,0.635
"两","名","球员",5611,16,17,"010801.csv",16827,0.689
"两","个","球员",5615,25,32,"010801.csv",3897,0.16
"多","起","事故",5616,24,26,"010801.csv",2538,0.847
"两","名","记者",5619,18,19,"010801.csv",4974,0.522
"一","起","事故",5621,20,21,"010801.csv",2538,0.847
